filename,width,height,class,xmin,ymin,xmax,ymax,split,image_path,bbox_width,bbox_height,bbox_area,image_area,bbox_area_ratio,bbox_aspect_ratio,bbox_center_x,bbox_center_y,bbox_center_x_ratio,bbox_center_y_ratio,image_exists
d--38-_jpg.rf.7af616cb2ee6ec5bafbbe16be5f4c54d.jpg,563,537,Microplastic,367,10,557,229,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--38-_jpg.rf.7af616cb2ee6ec5bafbbe16be5f4c54d.jpg,190,219,41610,302331,0.13763061015906408,0.867579908675799,462.0,119.5,0.8206039076376554,0.22253258845437615,True
d--38-_jpg.rf.7af616cb2ee6ec5bafbbe16be5f4c54d.jpg,563,537,Microplastic,287,155,484,350,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--38-_jpg.rf.7af616cb2ee6ec5bafbbe16be5f4c54d.jpg,197,195,38415,302331,0.12706272264504798,1.0102564102564102,385.5,252.5,0.6847246891651865,0.4702048417132216,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,52,69,64,95,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,12,26,312,302331,0.0010319815037161256,0.46153846153846156,58.0,82.0,0.10301953818827708,0.1527001862197393,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,454,54,491,111,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,37,57,2109,302331,0.006975798049158042,0.6491228070175439,472.5,82.5,0.8392539964476021,0.15363128491620112,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,255,95,288,118,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,33,23,759,302331,0.0025104934657709595,1.434782608695652,271.5,106.5,0.4822380106571936,0.19832402234636873,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,337,115,361,137,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,24,22,528,302331,0.001746430237058059,1.0909090909090908,349.0,126.0,0.6198934280639432,0.2346368715083799,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,122,135,152,158,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,30,23,690,302331,0.002282266787064509,1.3043478260869565,137.0,146.5,0.2433392539964476,0.27281191806331473,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,364,139,389,154,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,25,15,375,302331,0.0012403623842741896,1.6666666666666667,376.5,146.5,0.6687388987566607,0.27281191806331473,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,74,177,95,203,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,21,26,546,302331,0.00180596763150322,0.8076923076923077,84.5,190.0,0.15008880994671403,0.3538175046554935,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,330,182,355,204,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,25,22,550,302331,0.0018191981636021446,1.1363636363636365,342.5,193.0,0.6083481349911191,0.35940409683426444,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,227,207,252,237,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,25,30,750,302331,0.002480724768548379,0.8333333333333334,239.5,222.0,0.42539964476021314,0.4134078212290503,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,245,279,268,311,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,23,32,736,302331,0.0024344179062021428,0.71875,256.5,295.0,0.455595026642984,0.5493482309124768,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,307,294,325,330,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,18,36,648,302331,0.0021433462000257997,0.5,316.0,312.0,0.5612788632326821,0.5810055865921788,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,109,357,159,388,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,50,31,1550,302331,0.005126831188333317,1.6129032258064515,134.0,372.5,0.23801065719360567,0.6936685288640596,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,327,354,361,393,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,34,39,1326,302331,0.004385921390793534,0.8717948717948718,344.0,373.5,0.61101243339254,0.6955307262569832,True
188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,563,537,Microplastic,145,455,174,492,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/188_jpg.rf.79a80e683f2b355bf9c333b89b065d12.jpg,29,37,1073,302331,0.0035490902355365477,0.7837837837837838,159.5,473.5,0.283303730017762,0.8817504655493482,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,21,19,46,45,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,25,26,650,302331,0.002149961466075262,0.9615384615384616,33.5,32.0,0.05950266429840142,0.0595903165735568,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,65,0,86,8,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,21,8,168,302331,0.0005556823481548369,2.625,75.5,4.0,0.1341030195381883,0.0074487895716946,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,378,39,400,73,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,22,34,748,302331,0.0024741095024989166,0.6470588235294118,389.0,56.0,0.6909413854351687,0.1042830540037244,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,405,91,445,115,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,40,24,960,302331,0.0031753277037419253,1.6666666666666667,425.0,103.0,0.7548845470692718,0.19180633147113593,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,231,193,249,206,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,18,13,234,302331,0.0007739861277870943,1.3846153846153846,240.0,199.5,0.42628774422735344,0.3715083798882682,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,296,187,308,206,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,12,19,228,302331,0.0007541403296387072,0.631578947368421,302.0,196.5,0.5364120781527532,0.3659217877094972,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,281,273,306,292,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,25,19,475,302331,0.0015711256867473068,1.3157894736842106,293.5,282.5,0.5213143872113677,0.5260707635009311,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,204,235,215,250,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,11,15,165,302331,0.0005457594490806434,0.7333333333333333,209.5,242.5,0.37211367673179396,0.4515828677839851,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,196,269,209,287,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,13,18,234,302331,0.0007739861277870943,0.7222222222222222,202.5,278.0,0.35968028419182946,0.5176908752327747,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,457,430,485,466,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,28,36,1008,302331,0.0033340940889290214,0.7777777777777778,471.0,448.0,0.8365896980461812,0.8342644320297952,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,297,495,343,530,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,46,35,1610,302331,0.005325289169817187,1.3142857142857143,320.0,512.5,0.5683836589698046,0.9543761638733705,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,24,476,47,511,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,23,35,805,302331,0.0026626445849085934,0.6571428571428571,35.5,493.5,0.0630550621669627,0.9189944134078212,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,49,510,69,526,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,20,16,320,302331,0.0010584425679139751,1.25,59.0,518.0,0.10479573712255773,0.9646182495344506,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,22,521,43,536,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,21,15,315,302331,0.0010419044027903193,1.4,32.5,528.5,0.05772646536412078,0.984171322160149,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,391,469,409,493,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,18,24,432,302331,0.0014288974666838664,0.75,400.0,481.0,0.7104795737122558,0.8957169459962756,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,525,368,542,392,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,17,24,408,302331,0.0013495142740903182,0.7083333333333334,533.5,380.0,0.9476021314387212,0.707635009310987,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,227,368,239,384,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,12,16,192,302331,0.0006350655407483851,0.75,233.0,376.0,0.413854351687389,0.7001862197392924,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,328,320,341,357,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,13,37,481,302331,0.0015909714848956937,0.35135135135135137,334.5,338.5,0.5941385435168739,0.6303538175046555,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,241,294,253,310,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,12,16,192,302331,0.0006350655407483851,0.75,247.0,302.0,0.43872113676731794,0.5623836126629422,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,255,287,268,306,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,13,19,247,302331,0.0008169853571085995,0.6842105263157895,261.5,296.5,0.4644760213143872,0.5521415270018621,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,280,297,289,316,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,9,19,171,302331,0.0005656052472290304,0.47368421052631576,284.5,306.5,0.5053285968028419,0.5707635009310987,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,281,368,292,387,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,11,19,209,302331,0.000691295302168815,0.5789473684210527,286.5,377.5,0.5088809946714032,0.7029795158286778,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,446,179,461,190,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,15,11,165,302331,0.0005457594490806434,1.3636363636363635,453.5,184.5,0.80550621669627,0.3435754189944134,True
b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,563,537,Microplastic,186,108,210,120,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/b--74-_jpg.rf.7d61098f935873621ff43de4aa0e2754.jpg,24,12,288,302331,0.0009525983111225776,2.0,198.0,114.0,0.35168738898756663,0.2122905027932961,True
d--33-_jpg.rf.7b594b748ca1a20c06e43b85bc31bd75.jpg,563,537,Microplastic,45,0,176,38,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--33-_jpg.rf.7b594b748ca1a20c06e43b85bc31bd75.jpg,131,38,4978,302331,0.016465397197111774,3.4473684210526314,110.5,19.0,0.19626998223801065,0.035381750465549346,True
d--33-_jpg.rf.7b594b748ca1a20c06e43b85bc31bd75.jpg,563,537,Microplastic,296,271,495,450,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--33-_jpg.rf.7b594b748ca1a20c06e43b85bc31bd75.jpg,199,179,35621,302331,0.11782119597394908,1.111731843575419,395.5,360.5,0.7024866785079928,0.6713221601489758,True
d--72-_jpg.rf.834f2832ac385eb81c5a5810faf514b2.jpg,563,537,Microplastic,338,385,493,517,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--72-_jpg.rf.834f2832ac385eb81c5a5810faf514b2.jpg,155,132,20460,302331,0.06767417168599978,1.1742424242424243,415.5,451.0,0.7380106571936057,0.839851024208566,True
d--72-_jpg.rf.834f2832ac385eb81c5a5810faf514b2.jpg,563,537,Microplastic,117,443,222,536,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--72-_jpg.rf.834f2832ac385eb81c5a5810faf514b2.jpg,105,93,9765,302331,0.0322990364864999,1.1290322580645162,169.5,489.5,0.30106571936056836,0.9115456238361266,True
d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,563,537,Microplastic,119,0,250,60,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,131,60,7860,302331,0.025997995574387013,2.183333333333333,184.5,30.0,0.327708703374778,0.055865921787709494,True
d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,563,537,Microplastic,317,0,470,70,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,153,70,10710,302331,0.035424749694870854,2.1857142857142855,393.5,35.0,0.6989342806394316,0.06517690875232775,True
d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,563,537,Microplastic,494,284,562,409,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/d--13-_jpg.rf.79e413c77f10a17c6d3c6286565f93df.jpg,68,125,8500,302331,0.02811488071021496,0.544,528.0,346.5,0.9378330373001776,0.6452513966480447,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,163,165,175,198,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,12,33,396,302331,0.0013098226777935441,0.36363636363636365,169.0,181.5,0.30017761989342806,0.33798882681564246,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,161,0,175,8,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,14,8,112,302331,0.0003704548987698913,1.75,168.0,4.0,0.2984014209591474,0.0074487895716946,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,182,0,199,9,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,17,9,153,302331,0.0005060678527838694,1.8888888888888888,190.5,4.5,0.3383658969804618,0.008379888268156424,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,106,220,134,240,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,28,20,560,302331,0.0018522744938494564,1.4,120.0,230.0,0.21314387211367672,0.42830540037243947,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,217,270,235,284,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,18,14,252,302331,0.0008335235222322553,1.2857142857142858,226.0,277.0,0.40142095914742454,0.515828677839851,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,309,224,335,246,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,26,22,572,302331,0.0018919660901462305,1.1818181818181819,322.0,235.0,0.5719360568383659,0.4376163873370577,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,345,176,369,207,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,24,31,744,302331,0.0024608789703999922,0.7741935483870968,357.0,191.5,0.6341030195381883,0.35661080074487894,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,304,136,319,157,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,15,21,315,302331,0.0010419044027903193,0.7142857142857143,311.5,146.5,0.5532859680284192,0.27281191806331473,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,243,137,261,159,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,18,22,396,302331,0.0013098226777935441,0.8181818181818182,252.0,148.0,0.44760213143872113,0.2756052141527002,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,315,156,330,170,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,15,14,210,302331,0.0006946029351935462,1.0714285714285714,322.5,163.0,0.5728241563055062,0.30353817504655495,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,183,110,197,120,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,14,10,140,302331,0.0004630686234623641,1.4,190.0,115.0,0.33747779751332146,0.21415270018621974,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,73,329,100,355,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,27,26,702,302331,0.0023219583833612827,1.0384615384615385,86.5,342.0,0.15364120781527532,0.6368715083798883,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,67,384,96,408,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,29,24,696,302331,0.0023021125852128958,1.2083333333333333,81.5,396.0,0.1447602131438721,0.7374301675977654,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,134,424,170,449,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,36,25,900,302331,0.002976869722258055,1.44,152.0,436.5,0.2699822380106572,0.8128491620111732,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,93,445,114,471,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,21,26,546,302331,0.00180596763150322,0.8076923076923077,103.5,458.0,0.18383658969804617,0.8528864059590316,True
53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,563,537,Microplastic,384,345,399,363,train,/kaggle/input/datasets/imtkaggleteam/microplastic-dataset-for-computer-vision/train/53_jpg.rf.7c216f083d98635b4f8d1debcbb8120a.jpg,15,18,270,302331,0.0008930609166774165,0.8333333333333334,391.5,354.0,0.6953818827708703,0.659217877094972,True
